game_pk,game_date,home_odds,home_id,home_name,home_winner,home_last5_o_hardhit,home_last5_o_launch_speed,home_last5_o_launch_angle,home_last5_o_xwoba,home_last_p_hardhit,home_last_p_launch_speed,home_last_p_launch_angle,home_last_p_xwoba,away_odds,away_id,away_name,away_winner,away_last5_o_hardhit,away_last5_o_launch_speed,away_last5_o_launch_angle,away_last5_o_xwoba,away_last_p_hardhit,away_last_p_launch_speed,away_last_p_launch_angle,away_last_p_xwoba
776569,2025-08-27,104,145,CWS,false,38.94778346121056,88.56,20.18,0.32920000000000005,38.74313364983664,88.7,15.991666666666667,0.3048333333333333,-150,118,KC,true,42.47201426024955,87.88000000000001,16.220000000000002,0.30179999999999996,39.860742705570296,90.275,16.975,0.352
776570,2025-08-27,-275,147,NYY,true,41.733053369208974,90.46000000000001,17.1,0.3396,37.746059238924126,87.34615384615384,8.776923076923078,0.2925384615384615,100,120,WSH,false,42.41380625476735,89.1,13.780000000000001,0.30279999999999996,39.65384615384615,88.39999999999999,9.15,0.28400000000000003
776571,2025-08-27,-345,117,HOU,true,47.21771301081646,89.8,16.4,0.3404,46.58880373338814,90.06000000000002,4.9159999999999995,0.29591999999999996,100,115,COL,false,35.37155584886982,86.85999999999999,12.040000000000001,0.254,38.14385389080266,87.33888888888889,12.327777777777778,0.3255
776573,2025-08-26,119,133,ATH,true,42.86096256684492,88.32000000000001,8.440000000000001,0.3184,39.18634006787511,89.9111111111111,17.5,0.33222222222222225,-170,116,DET,false,46.132183908045974,91.6,16.380000000000003,0.36060000000000003,42.17132505175983,90.175,13.825,0.288
776574,2025-08-26,-180,119,LAD,true,47.50551670551671,91.54,15.059999999999999,0.37,41.15023274660404,88.45625000000001,12.06875,0.315125,-140,113,CIN,false,45.522807017543855,89.68,13.86,0.28959999999999997,35.85676376632982,87.736,16.080000000000002,0.30884
776575,2025-08-26,-120,140,TEX,true,48.649627791563276,91.02000000000001,15.120000000000001,0.3388,38.34345101437798,87.63749999999999,15.570833333333335,0.323375,-140,108,LAA,false,27.159244264507425,85.88,15.26,0.23420000000000002,43.24872507164727,90.53333333333333,15.503703703703705,0.3215555555555556
776576,2025-08-26,115,137,SF,true,36.715584415584416,88.61999999999999,18.6,0.3076,36.92641967168909,88.25,14.268181818181818,0.31168181818181817,-160,112,CHC,false,44.74747474747474,88.74000000000001,16.54,0.32399999999999995,38.14106099222094,88.16,14.832000000000003,0.30044
776577,2025-08-26,-120,136,SEA,false,44.240130240130235,88.24,17.66,0.3222,43.73903076144108,89.22307692307693,14.138461538461538,0.3105,-140,135,SD,true,39.68390739695088,87.22,11.8,0.2854,40.6949190613152,88.76153846153846,15.430769230769231,0.2860384615384616
776578,2025-08-26,-130,138,STL,false,50.854497354497354,91.72,13.12,0.2876,39.17451342769978,88.168,4.684,0.3166,-120,134,PIT,true,44.5900944933203,89.47999999999999,10.4,0.34199999999999997,42.143460111264815,89.31538461538463,12.450000000000001,0.31153846153846154
776580,2025-08-27,130,114,CLE,true,32.94043933362819,86.8,13.02,0.23479999999999998,46.033823827625746,90.51176470588234,14.51764705882353,0.3296470588235294,-150,139,TB,false,37.278385865342386,87.5,11.12,0.34459999999999996,45.744798678546246,90.40799999999999,11.272,0.29259999999999997
776581,2025-08-26,-120,146,MIA,false,44.399896480331265,88.88000000000001,7.659999999999999,0.32639999999999997,41.92509514976045,89.4,10.2,0.32512,-140,144,ATL,true,36.14122592383462,86.73999999999998,8.620000000000001,0.2798,30.43859649122807,86.36666666666667,11.333333333333334,0.22266666666666665
776582,2025-08-26,-180,141,TOR,false,41.76353077816492,89.02000000000001,16.240000000000002,0.3026,38.402780444468554,87.99999999999999,11.192307692307692,0.3174615384615385,105,142,MIN,true,34.90074018934588,87.05999999999999,17.759999999999998,0.26979999999999993,39.867945007725424,88.92857142857144,17.542857142857144,0.31852380952380954
776583,2025-08-26,109,145,CWS,false,38.993550051599584,88.5,16.919999999999998,0.3272,39.97914441879959,88.96000000000001,13.580000000000002,0.3302,-140,118,KC,true,45.007626795862095,88.9,16.740000000000002,0.3276,38.28251203247264,88.73499999999999,13.1,0.31015000000000004
776584,2025-08-26,-120,114,CLE,true,35.01102756892231,87.62,11.94,0.23440000000000003,32.142857142857146,85.6,11.6,0.339,-140,139,TB,false,42.06099456099456,89.08000000000001,8.22,0.34059999999999996,40.17091576054128,89.07599999999998,12.311999999999998,0.29412
776585,2025-08-26,100,121,NYM,true,52.55677655677656,91.78000000000002,13.780000000000001,0.3968,41.725960136275184,88.57142857142857,17.214285714285715,0.338,-140,143,PHI,false,43.691078369339245,90.7,15.66,0.3398,41.70737656411739,88.86538461538461,13.596153846153847,0.2872692307692308
776586,2025-08-26,-160,158,MIL,true,38.079850397381946,88.47999999999999,14.52,0.31279999999999997,40.72627064293731,88.96666666666665,13.11111111111111,0.26522222222222225,105,109,AZ,false,35.60517961570593,87.88000000000001,16.06,0.28280000000000005,44.53647088863849,89.89230769230768,10.926923076923078,0.34396153846153854
776587,2025-08-26,-400,117,HOU,false,47.043799967338195,90.13999999999999,13.5,0.31739999999999996,31.924637493086596,86.22800000000001,14.575999999999999,0.26664,280,115,COL,true,37.49276797008194,87.53999999999999,15.52,0.2592,42.196208023502706,89.0,10.988888888888887,0.3253333333333333
776588,2025-08-26,-180,147,NYY,true,39.60661658759978,89.84,16.6,0.331,35.71570972886762,88.75,16.775,0.33349999999999996,120,120,WSH,false,45.41380625476735,89.06,12.54,0.2976,41.421205738545794,88.85,15.384615384615385,0.3156538461538462
776589,2025-08-25,-134,138,STL,true,49.373015873015866,90.24000000000001,11.4,0.29100000000000004,41.06895048839479,89.37777777777778,10.644444444444442,0.33011111111111113,110,134,PIT,false,46.7900944933203,90.46,12.940000000000001,0.3406,31.46997929606625,86.5,14.5,0.2295
776590,2025-08-25,100,133,ATH,true,45.15345268542199,89.02,7.300000000000002,0.327,41.82129615137486,88.84,10.22,0.31420000000000003,-225,116,DET,false,43.92203898050974,90.17999999999999,18.48,0.3592,34.644770456336595,86.48800000000001,11.136000000000001,0.25887999999999994
776592,2025-08-25,-170,140,TEX,false,47.39156327543425,90.06,13.1,0.358,43.346993176478975,89.36666666666666,14.275,0.29354166666666665,146,108,LAA,true,24.6354347406979,86.58,16.279999999999998,0.2204,45.71159767418682,89.6576923076923,3.6846153846153844,0.3170384615384615
776593,2025-08-25,-170,158,MIL,true,40.57985039738195,88.98,12.24,0.3276,37.61273822291891,87.5,16.0375,0.26462500000000005,110,109,AZ,false,34.87643467643468,87.0,15.12,0.3174,36.77541657018877,86.9909090909091,14.299999999999999,0.31745454545454543
