game_pk,home_Team,away_Team,home_game_date,away_game_date,home_sp_mlbam,away_sp_mlbam,home_roll5_win_pct,home_roll5_runs_scored,home_roll5_runs_allowed,home_roll5_run_diff,away_roll5_win_pct,away_roll5_runs_scored,away_roll5_runs_allowed,away_roll5_run_diff,home_sp_roll3_velocity,home_sp_roll3_woba,home_sp_roll3_xwoba,home_sp_roll3_k_percent,home_sp_roll3_bb_percent,away_sp_roll3_velocity,away_sp_roll3_woba,away_sp_roll3_xwoba,away_sp_roll3_k_percent,away_sp_roll3_bb_percent,home_win_pct_to_date,away_win_pct_to_date,home_home_games_before,home_home_wins_before,home_home_win_pct_to_date,away_away_games_before,away_away_wins_before,away_away_win_pct_to_date,home_days_since_last_game,away_days_since_last_game,home_park_factor,away_park_factor
744837,WSH,NYM,2024-07-03,2024-07-03,680730.0,681035.0,0.2,3.6,5.0,-1.4,0.6,6.8,6.0,0.7999999999999998,88.26666666666667,0.29400000000000004,0.29133333333333333,23.566666666666666,4.166666666666667,90.26666666666667,0.312,0.3013333333333333,21.766666666666666,5.866666666666667,0.4634146341463415,0.5063291139240507,35,16.0,0.45714285714285713,37,21.0,0.5675675675675675,1.0,1.0,1.01,0.97
744838,WSH,NYM,2024-07-02,2024-07-02,687792.0,640455.0,0.2,4.2,5.2,-1.0,0.6,7.8,6.0,1.7999999999999998,88.46666666666665,0.3406666666666667,0.315,32.9,3.5,87.60000000000001,0.257,0.3006666666666667,26.233333333333334,14.866666666666665,0.4691358024691358,0.5,34,16.0,0.47058823529411764,36,20.0,0.5555555555555556,1.0,1.0,1.01,0.97
744839,WSH,MIA,2024-06-16,2024-06-16,680730.0,666200.0,0.8,5.2,3.4,1.8000000000000003,0.2,2.2,5.4,-3.2,87.23333333333333,0.255,0.36966666666666664,10.833333333333334,9.866666666666667,89.10000000000001,0.36166666666666664,0.4073333333333333,13.833333333333334,6.8999999999999995,0.4857142857142857,0.31343283582089554,32,15.0,0.46875,30,9.0,0.3,1.0,1.0,1.01,0.92
744840,WSH,NYM,2024-07-01,2024-07-01,669022.0,656849.0,0.2,4.2,5.2,-1.0,0.6,7.8,6.0,1.7999999999999998,91.93333333333332,0.31233333333333335,0.2896666666666667,23.900000000000002,6.8666666666666645,89.03333333333335,0.35766666666666663,0.39633333333333337,21.333333333333332,14.166666666666666,0.475,0.4935064935064935,33,16.0,0.48484848484848486,35,19.0,0.5428571428571428,1.0,1.0,1.01,0.97
744844,WSH,ATL,2024-06-06,2024-06-06,680730.0,625643.0,0.2,3.6,5.6,-1.9999999999999996,0.6,4.8,5.2,-0.40000000000000036,87.46666666666665,0.2833333333333334,0.27399999999999997,24.333333333333332,6.666666666666667,90.16666666666667,0.25366666666666665,0.30633333333333335,21.899999999999995,5.866666666666666,0.4426229508196721,0.5535714285714286,26,10.0,0.38461538461538464,28,15.0,0.5357142857142857,1.0,1.0,1.01,0.99
744845,WSH,ATL,2024-06-07,2024-06-07,663623.0,519242.0,0.2,3.6,6.0,-2.4,0.6,5.0,5.2,-0.20000000000000018,88.46666666666665,0.24300000000000002,0.2776666666666667,33.36666666666667,4.766666666666667,87.6,0.36650000000000005,0.3275,24.5,4.15,0.43548387096774194,0.5614035087719298,27,10.0,0.37037037037037035,29,16.0,0.5517241379310345,1.0,1.0,1.01,0.99
744846,WSH,MIA,2024-06-15,2024-06-15,687792.0,669432.0,0.8,6.0,4.4,1.5999999999999996,0.2,2.8,5.8,-3.0,88.95,0.36550000000000005,0.316,19.65,12.25,88.16666666666667,0.335,0.3446666666666667,16.666666666666668,12.233333333333334,0.4782608695652174,0.3181818181818182,31,14.0,0.45161290322580644,29,9.0,0.3103448275862069,1.0,1.0,1.01,0.92
744847,WSH,MIA,2024-06-14,2024-06-14,669022.0,641312.0,0.8,5.8,4.8,1.0,0.2,2.6,5.8,-3.1999999999999997,92.19999999999999,0.35933333333333334,0.3446666666666667,28.53333333333333,7.0666666666666655,85.56666666666666,0.2733333333333334,0.23633333333333337,24.166666666666668,5.666666666666667,0.47058823529411764,0.3230769230769231,30,13.0,0.43333333333333335,28,9.0,0.32142857142857145,1.0,1.0,1.01,0.92
744848,WSH,ATL,2024-06-08,2024-06-08,669022.0,450203.0,0.2,3.0,5.8,-2.8,0.6,3.4,3.4,0.0,91.93333333333334,0.3156666666666667,0.31733333333333336,28.2,6.833333333333333,86.96666666666665,0.3503333333333334,0.338,28.133333333333336,15.166666666666666,0.4444444444444444,0.5517241379310345,28,11.0,0.39285714285714285,30,16.0,0.5333333333333333,1.0,1.0,1.01,0.99
744849,WSH,ATL,2024-06-09,2024-06-09,687792.0,694462.0,0.4,3.0,4.8,-1.7999999999999998,0.4,3.4,4.6,-1.1999999999999997,89.7,0.451,0.322,14.3,9.5,89.73333333333333,0.284,0.3356666666666666,16.166666666666668,4.766666666666667,0.453125,0.5423728813559322,29,12.0,0.41379310344827586,31,16.0,0.5161290322580645,1.0,1.0,1.01,0.99
744850,WSH,NYM,2024-06-04,2024-06-04,687792.0,656849.0,0.4,3.6,4.2,-0.6000000000000001,0.2,2.2,5.2,-3.0,87.56666666666666,0.4186666666666667,0.37033333333333335,19.8,4.266666666666667,89.7,0.399,0.358,13.6,4.5,0.4576271186440678,0.4107142857142857,24,10.0,0.4166666666666667,26,12.0,0.46153846153846156,1.0,1.0,1.01,0.97
744851,WSH,SEA,2024-05-25,2024-05-25,592866.0,669302.0,0.4,5.0,5.6,-0.5999999999999996,0.4,3.0,5.0,-2.0,83.0,0.288,0.298,15.8,5.3,89.76666666666667,0.36600000000000005,0.3296666666666666,17.033333333333335,8.433333333333334,0.4489795918367347,0.5102040816326531,21,9.0,0.42857142857142855,27,12.0,0.4444444444444444,1.0,1.0,1.01,0.93
744852,WSH,NYM,2024-06-05,2024-06-05,571578.0,622663.0,0.2,3.6,5.2,-1.6,0.4,3.4,5.2,-1.8000000000000003,86.16666666666667,0.3713333333333333,0.39633333333333337,15.4,10.033333333333333,92.8,0.27266666666666667,0.2796666666666667,17.333333333333332,11.933333333333332,0.45,0.42105263157894735,25,10.0,0.4,27,13.0,0.48148148148148145,1.0,1.0,1.01,0.97
744853,WSH,SEA,2024-05-24,2024-05-24,669022.0,669923.0,0.2,4.4,6.2,-1.7999999999999998,0.4,3.4,5.0,-1.6,92.0,0.329,0.34400000000000003,22.833333333333332,10.5,91.8,0.32866666666666666,0.35000000000000003,17.766666666666666,1.6666666666666667,0.4375,0.5208333333333334,20,8.0,0.4,26,12.0,0.46153846153846156,2.0,1.0,1.01,0.93
744854,WSH,NYM,2024-06-03,2024-06-03,669022.0,656731.0,0.6,3.6,3.0,0.6000000000000001,0.0,0.6,4.4,-3.8000000000000003,92.06666666666666,0.24566666666666667,0.27099999999999996,29.766666666666666,5.599999999999999,,,,,,0.46551724137931033,0.4,23,10.0,0.43478260869565216,25,11.0,0.44,1.0,5.0,1.01,0.97
